,Protein IDs,Genus,KEGG_COG, HM454, HM455, HM466, HM503
24330,ED16A_GL0156587,Faecalibacterium,COG5520,2434500,10074000,15161000,0
24331,O2.UC22-1_GL0132818,Faecalibacterium,COG5520,4463300,36681000,28586000,0
24332,MH0062_GL0076023,Coprococcus,K02823,0,39321000,4478100,0
24333,765620695-stool1_revised_C782817_1_gene33307,Blautia,COG2267,0,92189000,14075000,0
24334,MH0127_GL0032791,Coprococcus,K00703,4576000,120220000,13560000,0
24335,445971.ANASTE_01489,Anaerofustis,K00008,0,16844000,0,3120800
24336,V1.UC39-0_GL0072092,Faecalibacterium,K01534,52010000,47650000,10980000,0
24337,MH0150_GL0055216,Bilophila,K10036,8162500,39452000,2450200,0
24338,MH0003_GL0045220,Bacteroides,K03839,0,0,55574000,18951000
24339,NLM029_GL0027311,Faecalibacterium,K01687,47869000,148400000,5154300,0
24340,T2D-102A_GL0106974,Faecalibacterium,K01687,643440000,208290000,69484000,63479000
24341,MH0193_GL0123423,Roseburia,K01624,0,19778000,0,0
24342,MH0370_GL0060158,Lachnoclostridium,K01915,0,32263000,0,7982900
24343,O2.UC38-1_GL0113728,Bacillus,,39474000,0,7421600,0
24344,O2.UC43-1_GL0042696,Bacillus,COG3858,277650000,194970000,2362800000,0
24345,DOF006_GL0025253,Bacteroides,K00053,0,0,0,34756000
24346,T2D-135A_GL0069515,Bacteroides,K00053,61028000,167690000,35592000,281270000
24347,MH0127_GL0065211,Clostridium,K01462,0,111590000,13793000,56114000
24348,NOM023_GL0030616,Bacteroides,COG1246,65996000,85388000,0,53446000
24349,764062976-stool2_revised_scaffold9520_1_gene63524,Bacteroides,K01791,0,11279000,0,0
24350,MH0421_GL0085369,Coprococcus,K00656,0,15701000,0,0
24351,MH0139_GL0078583,Lactobacillus,K00656,8035400,0,0,0
24352,MH0131_GL0101063,Bifidobacterium,K01785,0,10137000,0,0
24353,V1.FI09_GL0096546,Faecalibacterium,COG3872,0,7441100,0,0
24354,MH0036_GL0022091,Ruminococcus,COG0702,0,35786000,0,0
24355,MH0117_GL0070744,Prevotella,K01914,57824000,2906900,0,0
24356,MH0030_GL0018580,Ruminococcus,K23144,2129800,9910900,0,0
24357,V1.CD41-0_GL0054165,Faecalibacterium,K01923,0,0,45074000,0
24358,V1.CD52-0_GL0011036,Coprococcus,K00099,35369000,10854000,0,0
24359,MH0012_GL0042792,Parabacteroides,,106290000,589700000,23749000,13116000
24360,MH0274_GL0068894,Marvinbryantia,K00132,21727000,55394000,2772200,12003000
24361,MH0002_GL0023812,Subdoligranulum,K00927,95550000,1719200000,22433000,182050000
24362,MH0233_GL0105823,Lachnoclostridium,K02996,85444000,97261000,233360000,1040100000
24363,O2.UC1-2_GL0162604,Eubacterium,K01951,24281000,0,25900000,0
24364,MH0077_GL0069515,Roseburia,K03218,13368000,0,0,0
24365,763536994-stool1_revised_C2024470_1_gene50391,Odoribacter,COG0848,19920000,12299000,5577000,0
24366,V1.CD25-0_GL0032968,Clostridium,K21071,0,59217000,14070000,40009000
24367,MH0388_GL0056806,Dorea,K07216,0,0,8237900,0
24368,O2.UC15-1_GL0145383,Dorea,K18332,0,0,15509000,0
24369,T2D-114A_GL0011863,Clostridium,K04488,0,0,0,0
24370,V1.UC35-4_GL0156556,Lachnoclostridium,K02358,6483600,0,128820000,27095000
24371,MH0257_GL0023351,Eubacterium,K03046,0,0,11386000,0
24372,MH0108_GL0052239,Sutterella,COG4566,0,0,15396000,0
24373,O2.UC49-2_GL0111409,Methanobrevibacter,K02952,0,13368000,0,0
24374,MH0211_GL0137673,Clostridium,K17318,0,78543000,0,0
24375,MH0011_GL0066927,Ruminococcus,K03783,13652000,0,99509000,7000000
24376,MH0192_GL0028435,Desulfovibrio,K00826,0,0,9011300,0
24377,V1.UC46-0_GL0084397,Faecalibacterium,K15583,12970000,17633000,4262600,0
24378,O2.UC32-2_GL0010263,Dorea,K03624,27346000,0,17898000,0
24379,O2.UC4-2_GL0165343,Blautia,,34959000,108570000,0,0
24380,N104A_GL0010891,Alistipes,,0,8984200,0,0
24381,159207311-stool1_revised_scaffold38879_1_gene25966,Bacteroides,K01808,12768000,4865600,7049000,10941000
24382,765094712-stool1_revised_scaffold5881_1_gene8101,Bacteroides,K01808,0,55781000,0,0
24383,MH0094_GL0022444,Alistipes,K00248,46234000,4607300,35897000,3996100
24384,MH0061_GL0046837,Bacteroides,COG4531,0,20532000,0,0
24385,DLF002_GL0034606,Faecalibacterium,,1120000000,12954000,3561200,0
24386,MH0092_GL0106632,Clostridium,K02988,0,0,12575000,0
24387,MH0370_GL0024961,Clostridium,K02988,30979000,151910000,0,88888000
24388,MH0419_GL0039816,Clostridium,K02988,62853000,124590000,512610000,65973000
24389,T2D-135A_GL0038871,Bacteroides,COG1739,0,0,0,5360600
24390,V1.CD21-4_GL0031937,Lachnoclostridium,K21903,0,0,0,69086000
24391,T2D-70A_GL0107564,Faecalibacterium,K01710,27167000,92700000,31206000,0
24392,NLM005_GL0032540,Bacteroides,COG2082,23263000,34049000,13255000,8116000
24393,O2.UC49-0_GL0162555,Blautia,COG1328,0,7622500,0,0
24394,MH0275_GL0151133,Clostridium,K23060,0,5893300,0,13017000
24395,T2D-105A_GL0093105,Bacteroides,K03625,0,105890000,52968000,67382000
24396,MH0039_GL0045608,Bacteroides,COG1305,89307000,136030000,58135000,110380000
24397,SZEY-24A_GL0044543,Roseburia,K04567,0,11659000,0,0
24398,MH0004_GL0002924,Bacteroides,COG1082,0,19644000,5865300,0
24399,MH0243_GL0118071,Bacteroides,K01738,0,0,0,7293100
24400,O2.UC43-0_GL0028578,Bacteroides,K03150,6652400,0,0,0
24401,V1.UC13-0_GL0041676,Lactobacillus,K10542,2868100,2218400,2704800,2279600
24402,MH0230_GL0093052,Phascolarctobacterium,K03531,3058600,3633300,49792000,0
24403,MH0006_GL0156531,Ruminococcus,K15633,0,151800000,6177200,0
24404,MH0333_GL0001003,Bacteroides,K01912,0,0,0,6434500
24405,NLM027_GL0027417,Veillonella,COG3212,8425500,0,0,0
24406,O2.UC19-1_GL0053446,Blautia,K01610,0,0,27273000,1249800
24407,159713063-stool1_revised_scaffold4449_1_gene64286,Bacteroides,,28035000,9494500,8875800,3738600
24408,O2.UC50-2_GL0169256,Blautia,K00939,10779000,0,0,3507500
24409,MH0012_GL0132606,Odoribacter,K02014,0,0,5886700,0
24410,MH0418_GL0094578,Parabacteroides,K01338,36684000,20336000,1073100,0
24411,MH0195_GL0020584,Bacteroides,K01933,6686200,0,0,0
24412,MH0122_GL0005860,Bacteroides,K03816,29772000,8810400,23785000,24754000
24413,V1.FI12_GL0008498,Bacteroides,K02871,5147600,3358200,35529000,4046500
24414,T2D-62A_GL0041905,Atopobium,K01595,0,97406000,1714500,0
24415,V1.UC35-0_GL0112239,Bacteroides,COG3537,0,13576000,12080000,3399800
24416,MH0335_GL0042288,Dorea,,0,0,7023900,0
24417,N044A_GL0000425,Blautia,,13375000,0,0,0
24418,V1.FI05_GL0048029,Ruminococcus,K04759,0,0,0,13804000
24419,T2D-135A_GL0075474,Bacteroides,COG1739,11911000,10065000,0,7145500
24420,MH0276_GL0183251,Faecalibacterium,COG5492,0,9696200,0,0
24421,MH0274_GL0164398,Parabacteroides,COG3178,12575000,0,18972000,0
24422,T2D-173A_GL0030825,Prevotella,COG0249,26962000,0,0,0
24423,O2.UC31-1_GL0058994,Collinsella,COG0489,6720900,15938000,0,0
24424,NOM023_GL0028396,Bacteroides,COG3568,15706000,8129300,3905800,0
24425,V1.UC56-0_GL0026059,Clostridium,K02016,38609000,0,43735000,0
24426,MH0002_GL0037571,Eubacterium,K00625,0,270740000,2422600,0
24427,O2.UC50-0_GL0310564,Coprococcus,K00625,0,201720000,17168000,7412400
24428,MH0347_GL0134418,Bifidobacterium,COG0488,18285000,53852000,4302500,0
24429,T2D-31A_GL0027334,Clostridium,K00625,0,10789000,0,0
24430,MH0203_GL0119134,Dorea,K11176,1019500000,919540000,135650000,25296000
24431,MH0222_GL0021645,Bacteroides,K02926,0,110880000,0,0
24432,SZEY-10A_GL0000846,Lachnoclostridium,K00688,0,0,0,4589200
24433,T2D-19A_GL0028618,Lachnoclostridium,K02117,0,0,0,31415000
24434,MH0012_GL0152154,Dorea,K02867,0,0,32953000,0
24435,MH0088_GL0120304,Faecalibacterium,K00762,40911000,41195000,1895000,0
24436,V1.UC35-0_GL0116733,Bacteroides,COG4206,271270000,265280000,249540000,29054000
24437,V1.UC47-4_GL0097268,Bacteroides,K02881,10077000,0,9604700,0
24438,MH0230_GL0147726,Bacteroides,K02881,49983000,166410000,0,286730000
24439,MH0364_GL0087848,Bacteroides,K02078,10472000,4384700,13218000,9063800
24440,MH0020_GL0035314,Clostridium,,2562100,94898000,0,0
24441,MH0314_GL0075946,Bacteroides,COG0607,0,0,0,11994000
24442,MH0140_GL0016347,Bacteroides,K03561,0,0,5792900,16045000
24443,MH0013_GL0031538,Bacteroides,K01089,3947800,0,0,0
24444,MH0054_GL0061135,Bacteroides,COG4206,0,0,0,11691000
24445,MH0298_GL0146448,Parabacteroides,K11927,9295500,29328000,0,0
24446,V1.FI03_GL0100234,Bilophila,K06077,0,7858800,0,0
24447,MH0257_GL0185893,Alistipes,K01810,0,10261000,0,0
24448,MH0188_GL0162833,Bacteroides,,0,0,0,19001000
24449,T2D-31A_GL0083297,Anaerostipes,K00068,236830000,54829000,0,0
24450,MH0188_GL0055381,Bifidobacterium,K03625,0,2535900,0,0
24451,MH0067_GL0025389,Parabacteroides,COG1629,0,0,0,0
24452,MH0037_GL0005106,Blautia,K03704,4339600,108950000,10253000,0
24453,MH0016_GL0016145,Phascolarctobacterium,COG0663,0,0,35681000,0
24454,V1.UC39-4_GL0107214,Parabacteroides,COG3630,314450000,0,20733000,0
24455,MH0127_GL0004395,Coprococcus,COG0217,0,2752500,0,0
24456,T2D-47A_GL0134981,Blautia,K07105,0,0,0,0
24457,MH0440_GL0105455,Sutterella,K02495,17496000,0,15757000,0
24458,MH0192_GL0162195,Sanguibacteroides,K02358,452890000,1112900000,76024000,185010000
24459,MH0189_GL0088267,Aerococcus,K02358,20158000,22696000,15468000,31195000
24460,O2.UC48-0_GL0000029,Ruminococcus,K01507,0,26089000,0,0
24461,O2.UC6-1_GL0038948,Faecalibacterium,K03686,26280000,16376000,3676000,0
24462,MH0020_GL0061678,Phascolarctobacterium,K03704,0,0,8736700,0
24463,MH0088_GL0000426,Coprobacillus,K03704,5372300,0,13776000,0
24464,T2D-19A_GL0106422,Lachnoclostridium,K02030,0,0,0,66854000
24465,MH0287_GL0162156,Coprococcus,K01091,0,4216500,0,0
24466,O2.UC2-2_GL0034156,Faecalibacterium,K03612,6168200,0,5344500,0
24467,MH0239_GL0021071,Bacteroides,K01089,0,0,2893400,0
24468,MH0092_GL0056142,Phascolarctobacterium,K02996,0,0,21029000,0
24469,O2.UC28-0_GL0027159,Faecalibacterium,K01950,0,18470000,0,0
24470,O2.UC17-1_GL0012975,Blautia,K00003,72021000,44920000,0,0
24471,T2D-6A_GL0177431,Odoribacter,COG2956,0,0,7260800,0
24472,O2.UC14-2_GL0091805,Ruminococcus,K25086,1280200000,2076400000,354670000,40705000
24473,MH0274_GL0164425,Lachnoclostridium,K02117,5995700,88336000,11947000,352550000
24474,MH0002_GL0015438,Bacteroides,,48448000,0,0,0
24475,765074482-stool1_revised_scaffold43582_1_gene195057,Bacteroides,K01190,0,9526700,0,0
24476,MH0191_GL0149058,Clostridium,K01915,53187000,18467000,6082100,9871500
24477,DLM027_GL0010921,Blautia,K04652,57429000,8528700,6653700,13836000
24478,MH0047_GL0018114,Prevotella,K00053,179420000,0,10979000,54213000
24479,V1.FI19_GL0125710,Stigmatella,K03783,0,5870800,0,0
24480,MH0436_GL0070766,Alistipes,,0,0,0,0
24481,T2D-53A_GL0103379,Ruminococcus,K15533,166220000,15174000,5867300,62429000
24482,158499257-stool1_revised_scaffold32408_2_gene60433,Coprococcus,K01897,0,1470700,77094000,0
24483,V1.UC38-0_GL0045922,Bifidobacterium,K06221,0,8126000,0,0
24484,MH0188_GL0014017,Clostridium,K02933,5637800,11977000,58694000,0
24485,158802708-stool1_revised_C996479_1_gene86325,Parabacteroides,COG3630,70361000,1097500000,39853000,0
24486,159713063-stool1_revised_scaffold9460_1_gene58493,Bacteroides,COG0438,25854000,0,0,0
24487,MH0071_GL0042829,Bacteroides,COG0438,0,37025000,6050800,1452900
24488,NLF013_GL0006460,Ruminococcus,K02933,0,25916000,0,0
24489,MH0193_GL0171203,Alistipes,K11783,0,5840500,0,0
24490,MH0257_GL0172103,Coprococcus,COG4995,4226400,18344000,10254000,0
24491,T2D-48A_GL0091756,Bacteroides,K01798,22043000,11925000,39153000,45825000
24492,MH0113_GL0050817,Bacteroides,,18551000,4260800,0,0
24493,O2.CD3-0-PT_GL0035207,Peptostreptococcus,K02933,33463000,5877400,108100000,0
24494,MH0025_GL0085530,Bacteroides,K08968,35747000,15106000,11287000,5456300
24495,MH0402_GL0027972,Bacteroides,K03654,28006000,163620000,0,31100000
24496,O2.UC26-0_GL0025383,Coprococcus,K00566,32694000,1341700,3271500,32114000
24497,MH0016_GL0081172,Parabacteroides,COG3408,22830000,24145000,4085800,68697000
24498,MH0098_GL0036666,Parabacteroides,COG3408,2714800,0,0,0
24499,MH0274_GL0085877,Parabacteroides,COG3408,5999000,8767300,0,0
24500,T2D-19A_GL0066838,Lachnoclostridium,K03602,0,5047500,0,18826000
24501,O2.CD1-0-PT_GL0030601,Dorea,K10671,0,13700000,0,12594000
24502,MH0462_GL0058114,Clostridium,K00645,94563,10486000,9192400,5757100
24503,MH0003_GL0019387,Bacteroides,K06287,38428000,22151000,23192000,4974300
24504,T2D-19A_GL0086053,Lachnoclostridium,K00615,0,0,0,9353300
24505,O2.UC15-2_GL0023331,Coprococcus,K00215,0,25229000,0,3208400
24506,MH0246_GL0016327,Bilophila,K02520,0,8034400,0,0
24507,MH0250_GL0173007,Bacteroides,K03269,0,0,0,8718800
24508,O2.CD1-0_GL0071935,Lachnoclostridium,K01571,0,30537000,37139000,0
24509,158802708-stool1_revised_scaffold19782_5_gene143676,Prevotella,K07114,8273500,0,0,7765700
24510,470146.COPCOM_01367,Coprococcus,K01269,0,23506000,0,10130000
24511,V1.FI01_GL0069871,Ruminococcus,COG0523,0,0,31578000,0
24512,V1.UC22-1_GL0072817,Slackia,K02358,54454000,0,0,0
24513,MH0127_GL0062669,Coprococcus,K00057,0,6511900,0,0
24514,MH0318_GL0049313,Alistipes,K02945,8180100,6711100,0,0
24515,MH0221_GL0022439,Bilophila,K00979,0,8082100,0,0
24516,DLM018_GL0004913,Faecalibacterium,K00134,7522500,11729000,0,0
24517,MH0203_GL0144821,Faecalibacterium,K00134,0,6100700,0,0
24518,MH0373_GL0177313,Faecalibacterium,K00134,15338000,330680000,79105000,3769200
24519,MH0028_GL0082372,Eubacterium,K03784,0,62057000,0,743250000
24520,MH0274_GL0166207,Bacteroides,K07114,30802000,18647000,7711700,11865000
24521,NOF013_GL0015869,Bacteroides,K07114,23825000,37505000,4097700,18135000
24522,MH0301_GL0054022,Desulfovibrio,K02961,0,0,66777000,0
24523,MH0154_GL0067897,Blautia,COG0834,125500000,7183300,23152000,1263900000
24524,MH0083_GL0087816,Ruminococcus,K02838,0,46923000,0,0
24525,MH0259_GL0178332,Faecalibacterium,K15580,1709100000,441820000,56526000,11763000
24526,SZEY-35A_GL0063370,Clostridium,,0,0,0,4623400
24527,MH0301_GL0083546,Bacteroides,K07056,12276000,10950000,0,8073600
24528,V1.UC13-0_GL0012847,Bacteroides,K07114,37407000,61800000,34954000,8957800
24529,765074482-stool1_revised_scaffold45691_1_gene148450,Corynebacterium,K03070,0,23360000,13372000,10077000
24530,MH0292_GL0055253,Clostridium,K00962,0,100450000,25476000,0
24531,T2D-105A_GL0112290,Clostridium,K00962,6977800,44534000,110500000,0
24532,V1.FI28_GL0049840,Slackia,K03046,9749300,0,0,0
24533,O2.UC48-0_GL0209668,Anaerotruncus,K02935,6558200,7511400,0,2560600
24534,MH0074_GL0004390,Bacteroides,,0,0,0,0
24535,MH0419_GL0105692,Clostridium,K01643,360790000,1729100000,1265100000,1014400000
24536,MH0010_GL0003560,Faecalibacterium,K10823,0,9212500,0,0
24537,SZEY-10A_GL0049642,Lachnoclostridium,COG0393,0,0,0,9231700
24538,MH0041_GL0003006,Holdemanella,K02864,0,0,29451000,0
24539,MH0092_GL0071270,Sutterella,K02961,332970000,70197000,496820000,2504300
24540,N088A_GL0081063,Faecalibacterium,K00925,76629000,19884000,526110000,0
24541,N001A_GL0023616,Phascolarctobacterium,K02587,5446600,0,14888000,0
24542,763536994-stool2_revised_C1021465_1_gene57824,Eubacterium,K02881,31920000,9663700,81302000,7406000
24543,T2D-70A_GL0067430,Clostridium,K01952,0,10018000,0,0
24544,MH0370_GL0095114,Eubacterium,K01686,0,72630000,0,0
24545,V1.CD3-0-PN_GL0034315,Alistipes,COG4771,3016800,19955000,0,0
24546,MH0006_GL0111328,Faecalibacterium,K17318,25948000,106470000,0,0
24547,T2D-135A_GL0104061,Bacteroides,K03561,22253000,33081000,5480800,3528600
24548,V1.UC52-0_GL0150183,Anaerostipes,K01876,36721000,0,25794000,0
24549,V1.CD7-0-PN_GL0023071,Bifidobacterium,COG2249,0,7707600,2322600,1798100
24550,158742018-stool1_revised_C749967_1_gene27277,Bacteroides,K03561,0,6239200,42775000,32116000
24551,MH0074_GL0003010,Clostridium,K00566,0,7790200,0,0
24552,MH0101_GL0076145,Bacteroides,K00351,0,0,243860000,91646000
24553,MH0309_GL0001883,Parabacteroides,K02992,14007000,17639000,5462200,0
24554,MH0019_GL0007372,Burkholderia,COG5301,0,65681000,0,0
24555,MH0101_GL0088831,Burkholderia,COG1063,0,50159000,0,0
24556,MH0114_GL0028548,Burkholderia,COG5301,8660600,194150000,3318000,9329000
24557,MH0187_GL0106020,Burkholderia,COG5301,0,60955000,0,0
24558,MH0222_GL0078644,Burkholderia,COG1063,0,101420000,0,0
24559,MH0266_GL0096984,Burkholderia,COG1063,40760000,1290800000,13191000,20238000
24560,V1.UC23-1_GL0099748,Burkholderia,COG1063,0,72422000,0,0
24561,765074482-stool2_revised_scaffold26283_1_gene38957,Collinsella,K02881,35976000,107970000,0,0
24562,MH0128_GL0001230,Bacteroides,,0,22610000,0,0
24563,T2D-91A_GL0033519,Bacteroides,,0,0,0,14782000
24564,MH0227_GL0090227,Oscillibacter,K02886,13971000,15873000,88910000,0
24565,MH0014_GL0104992,Ruminococcus,K03150,60496000,19784000,15106000,264490000
24566,MH0010_GL0025537,Bacteroides,,6835400,0,6681300,0
24567,MH0045_GL0025222,Ruminococcus,K00266,0,16933000,0,0
24568,MH0003_GL0005213,Ruminococcus,K00600,0,169340000,0,5838900
24569,V1.UC4-5_GL0062485,Clostridium,K01258,0,0,3036200,0
24570,V1.CD51-0_GL0142421,Faecalibacterium,K01710,0,1355600000,4990200,6379000
24571,MH0270_GL0067319,Ruminococcus,K10542,18815000,22361000,645650000,22196000
24572,MH0274_GL0134283,Coprococcus,K02863,62603000,22069000,19729000,0
24573,MH0116_GL0055655,Ruminococcus,K13280,0,29654000,0,0
24574,158337416-stool2_revised_scaffold2119_1_gene130749,Bacteroides,K03075,31975000,385070000,30398000,42134000
24575,MH0018_GL0003825,Bacteroides,,5880200,4920700,0,0
24576,MH0008_GL0029740,Parabacteroides,COG2133,196770000,0,24913000,0
24577,NOM008_GL0003607,Parabacteroides,K15894,0,5213200,0,0
24578,T2D-8A_GL0080732,Parabacteroides,K01012,3636800,8660000,0,0
24579,226186.BT_2317,Bacteroides,,0,0,0,10201000
24580,457424.BFAG_04284,Bacteroides,K01262,0,0,5236300,0
24581,MH0222_GL0103704,Prevotella,K02836,23836000,32118000,7508400,7636100
24582,MH0150_GL0076705,Sutterella,K01255,7802500,0,3399300,0
24583,O2.UC2-1_GL0063011,Alistipes,K03150,14775000,0,8274900,30644000
24584,667015.Bacsa_0507,Bacteroides,COG4974,5163600,0,0,0
24585,411483.FAEPRAA2165_00224,Faecalibacterium,COG1774,0,2794700,3597800,0
24586,MH0369_GL0069409,Faecalibacterium,COG1774,0,45628000,2725300,0
24587,MH0462_GL0181238,Clostridium,K01424,0,8756100,0,0
24588,T2D-154A_GL0030997,Sutterella,K04761,13701000,0,8877600,0
24589,T2D-8A_GL0022866,Parabacteroides,K00980,50084000,45081000,7659300,0
24590,NOM027_GL0035999,Ruminococcus,K00052,0,74729000,12294000,1460300
24591,MH0421_GL0135949,Clostridium,COG0426,0,0,0,0
24592,MH0003_GL0045863,Bacteroides,COG0553,0,0,0,13783000
24593,MH0329_GL0194459,Prevotella,COG4206,0,0,0,0
24594,MH0274_GL0115980,Parabacteroides,COG2006,6984700,0,0,0
24595,763496533-stool2_revised_C1120740_1_gene196474,Blautia,K00549,690940000,28373000,10430000,0
24596,O2.UC18-1_GL0109112,Bifidobacterium,K01588,3210100,29833000,0,3962400
24597,MH0438_GL0036209,Oscillibacter,K25086,0,16027000,0,0
24598,V1.CD52-0_GL0126328,Faecalibacterium,K03686,0,0,7514400,0
24599,V1.UC43-0_GL0018563,Faecalibacterium,K03686,7970300,12224000,3783800,0
24600,MH0067_GL0017254,Bacteroides,K19997,0,0,10053000,0
24601,N083A_GL0012259,Lachnoclostridium,K10441,0,0,0,9937000
24602,MH0334_GL0066373,Collinsella,K00384,9555700,17576000,4726700,0
24603,T2D-103A_GL0006387,Akkermansia,K00384,0,0,9703000,0
24604,MH0436_GL0048073,Coprococcus,K02939,11141000,73360000,10276000,3491300
24605,MH0250_GL0006409,Bacteroides,K04517,38068000,22278000,20253000,79503000
24606,O2.UC38-0_GL0065480,Sutterella,K03574,0,0,3586700,0
24607,SZEY-40A_GL0011615,Bacteroides,COG3591,32881000,8899700,12645000,10617000
24608,657321.RBR_05650,Ruminococcus,K00761,0,17579000,0,0
24609,MH0012_GL0105497,Bacteroides,K00099,4710300,0,5814800,10237000
24610,T2D-108A_GL0137439,Faecalibacterium,COG1638,45192000,49804000,16540000,0
24611,MH0012_GL0060286,Odoribacter,COG0006,8739700,16698000,0,0
24612,MH0230_GL0124108,Akkermansia,COG4799,0,0,8728000,0
24613,T2D-8A_GL0004214,Bacteroides,COG3172,9002300,5527500,3373400,0
24614,763536994-stool2_revised_C983625_1_gene130306,Dorea,K07040,0,4090200,8273400,0
24615,V1.UC14-1_GL0059333,Bilophila,K03147,0,15511000,0,0
24616,MH0418_GL0121185,Bacteroides,K07107,3626200,0,0,22910000
24617,O2.UC23-2_GL0014161,Ruminococcus,COG4692,0,6401400,0,0
24618,SZEY-10A_GL0012852,Lachnoclostridium,K00605,0,4021300,3746500,5838300
24619,T2D-110A_GL0074778,Bacteroides,K00566,8539800,3373900,0,5483200
24620,MH0126_GL0068426,Bacteroides,K02867,2697500000,3173700000,3193900000,1771800000
24621,MH0183_GL0106690,Bacteroides,K02867,11082000,0,28745000,0
24622,MH0006_GL0136643,Bacteroides,K02867,21372000,122350000,222350000,3409300
24623,SZEY-35A_GL0138055,Blautia,COG1653,5682800,92848000,0,0
24624,T2D-13A_GL0110241,Coprococcus,K01258,0,12538000,0,0
24625,O2.UC11-2_GL0101916,Blautia,K01258,9022900,0,0,0
24626,V1.UC32-0_GL0122523,Blautia,K01258,10353000,0,16710000,0
24627,MH0188_GL0187084,Coprococcus,K00868,0,0,0,0
24628,159713063-stool1_revised_C536881_1_gene9151,Parabacteroides,,0,7449100,0,0
24629,MH0006_GL0147075,Faecalibacterium,,0,7277100,0,0
24630,MH0108_GL0054465,Sutterella,,15365000,0,9874700,0
24631,O2.UC46-1_GL0026503,Clostridium,K00074,30740000,22105000,40884000,10237000
24632,V1.CD54-0_GL0038900,Butyricicoccus,K00074,0,0,0,39358000
24633,MH0125_GL0033166,Faecalibacterium,K01703,0,7023600,0,0
24634,O2.UC58-0_GL0056478,Subdoligranulum,K02886,11911000,3617800,0,0
24635,MH0221_GL0068621,Lachnoclostridium,K03797,0,0,0,22699000
24636,764669880-stool1_revised_C404713_1_gene34169,Bacteroides,K03075,0,0,15237000,0
24637,MH0083_GL0069877,Alistipes,COG1561,0,29755000,0,0
24638,O2.UC32-0_GL0027937,Dorea,,0,0,6927700,0
24639,V1.FI14_GL0200416,Mesorhizobium,K04077,30896000,33246000,0,0
24640,MH0236_GL0096685,Bifidobacterium,K02956,0,25567000,0,0
24641,V1.CD40-0_GL0169904,Roseburia,K02049,11165000,0,0,1979900
24642,DLM019_GL0032539,Eubacterium,COG0822,0,0,0,0
24643,V1.FI26_GL0010031,Collinsella,,8388900,39808000,0,0
24644,MH0046_GL0039781,Bacteroides,COG3047,0,1948100,0,56082000
24645,MH0088_GL0066435,Clostridium,K20903,30059000,58276000,52453000,136510000
24646,MH0161_GL0029842,Faecalibacterium,COG1307,15205000,0,27984000,3340800
24647,MH0424_GL0100115,Faecalibacterium,COG1307,22456000,24475000,0,9293800
24648,MH0244_GL0025929,Alistipes,COG2220,10436000,20561000,3353200,0
24649,MH0087_GL0002011,Bacteroides,,3309200,9479200,41975000,0
24650,MH0062_GL0041395,Chryseobacterium,K01923,0,29695000,4679900,0
24651,N039A_GL0009324,Bacteroides,,0,0,0,3570900
24652,MH0358_GL0052755,Clostridium,K04079,0,0,0,13005000
24653,T2D-62A_GL0016577,Bacillus,COG2205,26888000,33451000,31449000,3204000
24654,MH0200_GL0154638,Prevotella,K02935,1232400000,0,61482000,0
24655,508703490-stool1_revised_scaffold23058_1_gene51218,Clostridium,K01874,8528900,0,0,0
24656,O2.UC31-2_GL0066595,Blautia,K10439,140650000,84037000,29321000,0
24657,575611.HMPREF0649_01792,Prevotella,,425140000,0,0,13631000
24658,MH0246_GL0038616,Bilophila,K01939,3768800,17319000,33814000,0
24659,V1.UC25-1_GL0045151,Coprobacillus,,0,0,0,7899400
24660,O2.UC1-1_GL0091825,Dialister,K01604,0,48422000,0,0
24661,MH0012_GL0041695,Ruminococcus,K01869,2080300,17590000,0,0
24662,N025A_GL0009578,Clostridium,K00948,7878800,39553000,8176800,30754000
24663,158499257-stool2_revised_scaffold67458_1_gene11593,Prevotella,K00134,12063000,0,0,0
24664,MH0137_GL0021077,Prevotella,K04759,42285000,0,0,0
24665,MH0357_GL0030357,Prevotella,K04759,12270000,0,0,0
24666,MH0014_GL0039934,Ruminococcus,K01928,7994400,0,0,0
24667,MH0002_GL0071091,Bacteroides,K07407,0,0,0,20157000
24668,SZEY-69A_GL0003526,Lachnoclostridium,K00265,0,123830000,0,2237200
24669,DOF012_GL0010453,Ruminococcus,K02519,19737000,0,0,0
24670,N083A_GL0064153,Lachnoclostridium,K08483,0,0,0,28457000
24671,MH0203_GL0267968,Dorea,K01591,22200000,0,30658000,0
24672,MH0268_GL0067469,Ruminococcus,K01591,0,31026000,0,0
24673,553191.HMPREF9003_0546,Bifidobacterium,K01591,0,24581000,0,0
24674,O2.UC11-1_GL0134293,Collinsella,COG1143,0,8078000,10901000,0
24675,DOM017_GL0066303,Parabacteroides,,0,27388000,0,0
24676,MH0088_GL0128039,Blautia,COG4231,520300000,64010000,139320000,2888600
24677,MH0230_GL0122519,Phascolarctobacterium,K04078,7916500,0,168660000,44832000
24678,MH0006_GL0215415,Faecalibacterium,COG0593,0,9228700,0,0
24679,MH0286_GL0158231,Parabacteroides,K02939,162090000,0,11246000,0
24680,MH0458_GL0101189,Parabacteroides,K02939,0,10778000,0,0
24681,MH0316_GL0056498,Clostridium,K00128,4260600,51431000,90480000,2997100
24682,T2D-19A_GL0016828,Lachnoclostridium,K01619,0,0,4916200,12858000
24683,O2.CD2-0-PT_GL0000929,Coprobacillus,K01619,0,4861300,0,66393000
